Unnamed: 0,tag,content,counts,link_next,link_prev,label,domain
0,html body text title  ,谢谢您访问〖关注中国中心〗,6,0,0,0,cleaneval
1,html body text center table tr td table tr td b a font  ,首页,42,1,0,0,cleaneval
2,html body text center table tr td table tr td a p font  ,关注中国中心（CCC）,50,1,1,0,cleaneval
3,html body text center table tr td table tr td a p font  ,中国民权运动,58,1,1,0,cleaneval
4,html body text center table tr td table tr td a p font  ,公民社会,66,1,1,0,cleaneval
5,html body text center table tr td table tr td a p font  ,中国良心犯,74,1,1,0,cleaneval
6,html body text center table tr td table tr td a p font  ,中国民主政党联盟,82,1,1,0,cleaneval
7,html body text center table tr td table tr td a p font  ,难属来信,90,1,1,0,cleaneval
8,html body text center table tr td table tr td a p font  ,公民读本与先贤论著,98,1,1,0,cleaneval
9,html body text center table tr td table tr td a p font  ,推动中国的宪政运动,106,1,1,0,cleaneval
10,html body text center table tr td table tr td a p font  ,真相,114,1,1,0,cleaneval
11,html body text center table tr td table tr td a p font  ,时政研讨,122,1,1,0,cleaneval
12,html body text center table tr td table tr td a p font  ,人物,130,1,1,0,cleaneval
13,html body text center table tr td table tr td a p font  ,个人专栏,138,1,1,0,cleaneval
14,html body text center table tr td table tr td b a font  ,English,144,0,1,0,cleaneval
15,html body text center table tr td table tr td b font  ,茉莉：我是怎样卷入八九民运的,155,0,0,1,cleaneval
16,html body text center table tr td table tr td div font  ,"作者： size=""20"" 来源： size=""20"" 发布日期： 7/5/2005 9:23:57 PM",167,0,0,0,cleaneval
17,html body text center table tr td table tr td font p  ,我是怎样卷入八九民运的,188,1,0,1,cleaneval
18,html body text center table tr td table tr td font p  ,茉莉,192,1,1,1,cleaneval
19,html body text center table tr td table tr td font p  ,【看中国2005年07月03日报道】一九八九年四月，我在湖南张家界开一个全省教学研究,196,1,1,1,cleaneval
20,html body text center table tr td table tr td font p  ,会议。按照惯例，会议安排了一天时间，让与会者去风景点游玩观赏。那一天正好是四,198,1,1,1,cleaneval
21,html body text center table tr td table tr td font p  ,月十五日，后来我们才知道，这是在中国历史上刻下深深痕迹的一天。,200,1,1,1,cleaneval
22,html body text center table tr td table tr td font p  ,张家界的春天，美得让人眩目。长期过著从家门到校门的机械生活，一下子置身于翠绿,204,1,1,1,cleaneval
23,html body text center table tr td table tr td font p  ,欲滴的森林，看不完的奇山异峰，山涧涓流，名花异草，－－我简直要玩疯了。傍晚，,206,1,1,1,cleaneval
24,html body text center table tr td table tr td font p  ,当我山花插满头，手里抱著一大把青青竹笋，乐不思蜀地回到招待所时，一位同事告诉,208,1,1,1,cleaneval
25,html body text center table tr td table tr td font p  ,我胡耀邦去世的消息，像突然被泼了一瓢冷水，我顿时醒过来。,210,1,1,1,cleaneval
26,html body text center table tr td table tr td font p  ,像我这样自小就跟随父母下乡回老家，在闭塞农村长大的人，对遥远京城的政治，长期,214,1,1,1,cleaneval
27,html body text center table tr td table tr td font p  ,以来，持一种不甚关心的态度。但胡耀邦先生其人其事，我还是有所耳闻的。他突然辞,216,1,1,1,cleaneval
28,html body text center table tr td table tr td font p  ,去总书记职务又突然去世的命运，除了令我感到悲哀之外，更使我对中国的前景产生了,218,1,1,1,cleaneval
29,html body text center table tr td table tr td font p  ,一种黯淡之感。,220,1,1,1,cleaneval
30,html body text center table tr td table tr td font p  ,张家界会议之后我路过长沙，听说有学生和市民游行示威，但我没有亲眼见到。二十四,222,1,1,1,cleaneval
31,html body text center table tr td table tr td font p  ,日早上去乘火车时，看到长沙街头有玻璃散落狼藉状况，据说是发生了抢砸商店事件。,224,1,1,1,cleaneval
32,html body text center table tr td table tr td font p  ,后来我作为囚徒被警车押送到长沙服刑，在监狱里认识了一位可爱的胖姑娘，她叫蒋剑,230,1,1,1,cleaneval
33,html body text center table tr td table tr td font p  ,华，她的「罪行」和我那天看到的情形有关：在4月23日长沙一些商店被砸之后，她路,232,1,1,1,cleaneval
34,html body text center table tr td table tr td font p  ,过现场，看到地上散落著一些毛衣之类的商品。这位胖姑娘不动脑子，就捡起一包毛衣,234,1,1,1,cleaneval
35,html body text center table tr td table tr td font p  ,，笑呵呵地往家走。没想到被便衣警察跟踪，她很快就被以「反革命抢劫罪」「从严从,236,1,1,1,cleaneval
36,html body text center table tr td table tr td font p  ,重」地判取有期徒刑8年。这是后话了。,238,1,1,1,cleaneval
37,html body text center table tr td table tr td font p  ,当时我回到邵阳，继续过我教书、带孩子的平静生活。五月十三日北京学生绝食，每天,242,1,1,1,cleaneval
38,html body text center table tr td table tr td font p  ,听到广播报导学生绝食多少多少天，我的心就一阵阵揪紧。当时，湖南邵阳师专的学生,244,1,1,1,cleaneval
39,html body text center table tr td table tr td font p  ,也上街游行，在本市的广场上展开声援活动。学校领导严令教师不能参与学生运动，我,246,1,1,1,cleaneval
40,html body text center table tr td table tr td font p  ,也很听话，每天夹著课本去上课，在空荡荡的教室里晃一下，应付了差事，马上回程料,248,1,1,1,cleaneval
41,html body text center table tr td table tr td font p  ,理家务。只有一次，我不顾禁令，跟著本校游行的学生上了街，才走到市中心，记起上,250,1,1,1,cleaneval
42,html body text center table tr td table tr td font p  ,小学的孩子要回家吃中饭，就半途退回，买菜做饭去了。,252,1,1,1,cleaneval
43,html body text center table tr td table tr td font p  ,五月二十六日，我和前些日子一样，夹著课本到空荡荡的教室里晃了一下后，乐得清闲,256,1,1,1,cleaneval
44,html body text center table tr td table tr td font p  ,的我就打定主意，上街去购置夏季的衣服。在办公室给女友打了一个电话，约好在百货,258,1,1,1,cleaneval
45,html body text center table tr td table tr td font p  ,公司碰头。放下电话，迎面看到我班上的两位学生，一位姓黄，一位姓周。,260,1,1,1,cleaneval
46,html body text center table tr td table tr td font p  ,他们刚从广场示威回来，满脸的疲惫和激愤。富有诗人气质的黄对我说，他们准备上北,264,1,1,1,cleaneval
47,html body text center table tr td table tr td font p  ,京去自焚，因为李鹏政府下达了戒严令，用军队威胁要求民主的学生，他们决定以自己,266,1,1,1,cleaneval
48,html body text center table tr td table tr td font p  ,的青春和生命，去殉中国的民主事业。,268,1,1,1,cleaneval
49,html body text center table tr td table tr td font p  ,我一下子惊呆了。结结巴巴地，我努力劝说他们，说爸爸妈妈把你们养大多么不容易，,272,1,1,1,cleaneval
50,html body text center table tr td table tr td font p  ,你们应该珍惜生命。但两位年轻人的坚定誓言，不是我能轻易说服的。看见劝说无效，,274,1,1,1,cleaneval
51,html body text center table tr td table tr td font p  ,我慌慌张张跑回家里，和丈夫商量，决定要对那两位学生的安全负责，不能让他们出,276,1,1,1,cleaneval
52,html body text center table tr td table tr td font p  ,事。带著钱包我就往火车站跑，追上了那两位学生。呼啸的火车把我们带向已经被军队,278,1,1,1,cleaneval
53,html body text center table tr td table tr td font p  ,包围的北京，带向不可知的未来。,280,1,1,1,cleaneval
54,html body text center table tr td table tr td font p  ,车到北京，我们就遇上了「五二八全球华人大游行」，风尘仆仆的我们立即就加入了游,284,1,1,1,cleaneval
55,html body text center table tr td table tr td font p  ,行队伍。此后，两位学生在天安门广场安营扎寨，他们和其他外地来的大学生一样，支,286,1,1,1,cleaneval
56,html body text center table tr td table tr td font p  ,起红色的小帐篷，挂起邵阳师专的旗帜。看到他们的情绪已经稳定，我放心了，就住到,288,1,1,1,cleaneval
57,html body text center table tr td table tr td font p  ,朋友家，每天在广场、北大等地东看看、西瞧瞧。,290,1,1,1,cleaneval
58,html body text center table tr td table tr td font p  ,在北京的那一周，给我上了生平第一场民主政治课。我以前的那些有限的政治知识，只,294,1,1,1,cleaneval
59,html body text center table tr td table tr td font p  ,是共产党课本上的可怜教条而已。在北大等地阅读一张张激动人心的大字报后，我明白,296,1,1,1,cleaneval
60,html body text center table tr td table tr td font p  ,了，政治并不是少数政治家的事情，而是任何人都可以参与其中的事业；政治是一种责,298,1,1,1,cleaneval
61,html body text center table tr td table tr td font p  ,任，是影响我们国家和我们每个人生存的责任，它应该由人的良知所支持。我这个从不,300,1,1,1,cleaneval
62,html body text center table tr td table tr td font p  ,问政治、思想后知后觉的人，当时有被启蒙之感，这就奠定了我以后成为「反革命分子,302,1,1,1,cleaneval
63,html body text center table tr td table tr td font p  ,」的思想基础。,304,1,1,1,cleaneval
64,html body text center table tr td table tr td font p  ,五月底的天安门广场，白天艳阳高照，晚上却时常下雨，我的学生－－－这时已经增加,308,1,1,1,cleaneval
65,html body text center table tr td table tr td font p  ,到五人－－睡在地上，经受日晒雨淋。我每天去广场，一个一个帐篷观望，看到一些大,310,1,1,1,cleaneval
66,html body text center table tr td table tr td font p  ,学生坐在那里看书，就问他们为何不回去。他们说，要等到人大常委会紧急会议召开，,312,1,1,1,cleaneval
67,html body text center table tr td table tr td font p  ,纠正四二六社论，让军队撤出北京，他们就回校参加考试。那些男女大学生的责任感和,314,1,1,1,cleaneval
68,html body text center table tr td table tr td font p  ,青春朝气，给我留下了美好的印象。后来六四屠杀发生，我多次流著眼泪发表强烈谴责,316,1,1,1,cleaneval
69,html body text center table tr td table tr td font p  ,李鹏政府的演讲，眼前就闪现著那些捧著书本在天安门静坐的大学生的影子。,318,1,1,1,cleaneval
70,html body text center table tr td table tr td font p  ,在北京的后来几天，人民大会堂的广播员播送当局的公告，劝告各地大学生回校，公告,322,1,1,1,cleaneval
71,html body text center table tr td table tr td font p  ,说在六月三日之前回校的师生，旅途一律免费。我看我的学生们在广场够艰苦的，暂时,324,1,1,1,cleaneval
72,html body text center table tr td table tr td font p  ,看不出静坐有甚么结果，就说服他们跟我回去。六月一日下午，我们师生一行六人依依,326,1,1,1,cleaneval
73,html body text center table tr td table tr td font p  ,不舍地告别广场，乘车回湖南。,328,1,1,1,cleaneval
74,html body text center table tr td table tr td font p  ,回到邵阳以后发生的事情，有《湖南省邵阳市中级人民法院刑事判决书（1989）刑一初,332,1,1,1,cleaneval
75,html body text center table tr td table tr td font p  ,字第150号》记录在案：,334,1,1,1,cleaneval
76,html body text center table tr td table tr td font p  ,「被告人莫莉花与邵阳师专学生黄某某、周某某于1989年5月26日离邵到北京了解动乱,338,1,1,1,cleaneval
77,html body text center table tr td table tr td font p  ,的动向，并收集了一些动乱的资料。返邵后，莫于6月3日晚在邵阳师专培训部教室向80,340,1,1,1,cleaneval
78,html body text center table tr td table tr td font p  ,余人发表了所谓《关于北京学生运动的认识》十大问题的演说。蓄意渲染政治动乱并攻,342,1,1,1,cleaneval
79,html body text center table tr td table tr td font p  ,击、诬蔑「李鹏制造动乱，以军队要挟人民，只要没有李鹏，天下立即太平」。鼓吹要,344,1,1,1,cleaneval
80,html body text center table tr td table tr td font p  ,在中国建设民主政治、议会制、政治设计等。6月6日晚，莫又在邵阳师专广播室利用广,346,1,1,1,cleaneval
81,html body text center table tr td table tr td font p  ,播设备向全校师生职工进行演说，再次散布了上述反动言论。,348,1,1,1,cleaneval
82,html body text center table tr td table tr td font p  ,「6月3日晚至4日凌晨，北京平息反革命暴乱后，被告人莫莉花于6月4日晚和5日上午，,352,1,1,1,cleaneval
83,html body text center table tr td table tr td font p  ,在邵阳师专和黎某某等极少数人为一小撮暴徒召开的「追悼会」上和邵阳市人民广场发,354,1,1,1,cleaneval
84,html body text center table tr td table tr td font p  ,表演说，恶毒攻击和诬蔑我们的党和政府平息北京反革命暴乱是「法西斯政府对人民的,356,1,1,1,cleaneval
85,html body text center table tr td table tr td font p  ,血腥镇压」。狂妄叫嚣要为一小撮反革命暴徒「修一座更加高大、更加壮丽的民主女神,358,1,1,1,cleaneval
86,html body text center table tr td table tr td font p  ,」。要以推翻中央人民政府去祭奠暴徒的「英灵」等等。上述事实，有证人证言、书,360,1,1,1,cleaneval
87,html body text center table tr td table tr td font p  ,证、坚定结论在卷佐证，被告人亦供认在卷。事实清楚，证据确实、充分，足以认定。,362,1,1,1,cleaneval
88,html body text center table tr td table tr td font p  ,「本院认为，被告人莫莉花在我们党和国家赢得制止动乱、平息暴乱的决定性胜利的时,368,1,1,1,cleaneval
89,html body text center table tr td table tr td font p  ,刻，公然发表演说，为北京的反革命暴徒鸣冤叫屈，歌功颂德，攻击党和国家领导人，,370,1,1,1,cleaneval
90,html body text center table tr td table tr td font p  ,恶毒攻击党中央、国务院制止动乱、平息暴乱的决策和措施，煽动群众进行对抗，妄图,372,1,1,1,cleaneval
91,html body text center table tr td table tr td font p  ,以此来达其推翻无产阶级专政的政权和社会主义制度的目的，其行为已构成反革命宣传,374,1,1,1,cleaneval
92,html body text center table tr td table tr td font p  ,煽动罪。依照《中华人民共和国刑法》第102条、第52条之规定，判决如下：,376,1,1,1,cleaneval
93,html body text center table tr td table tr td font p  ,「被告人莫莉花犯反革命宣传煽动罪，判处有期徒刑三年，剥夺政治权利一年。」,380,0,1,1,cleaneval
94,html body text center table tr td p  ,CopyRight@2004-2008,394,1,0,0,cleaneval
95,html body text center table tr td p font  ,All rights reserved,396,0,1,0,cleaneval
