Unnamed: 0,tag,content,counts,link_next,link_prev,label,domain
0,html body text title  ,谢谢您访问〖关注中国中心〗,6,0,0,0,cleaneval
1,html body text center table tr td table tr td b a font  ,首页,42,1,0,0,cleaneval
2,html body text center table tr td table tr td a p font  ,关注中国中心（CCC）,50,1,1,0,cleaneval
3,html body text center table tr td table tr td a p font  ,中国民权运动,58,1,1,0,cleaneval
4,html body text center table tr td table tr td a p font  ,公民社会,66,1,1,0,cleaneval
5,html body text center table tr td table tr td a p font  ,中国良心犯,74,1,1,0,cleaneval
6,html body text center table tr td table tr td a p font  ,中国民主政党联盟,82,1,1,0,cleaneval
7,html body text center table tr td table tr td a p font  ,难属来信,90,1,1,0,cleaneval
8,html body text center table tr td table tr td a p font  ,公民读本与先贤论著,98,1,1,0,cleaneval
9,html body text center table tr td table tr td a p font  ,推动中国的宪政运动,106,1,1,0,cleaneval
10,html body text center table tr td table tr td a p font  ,真相,114,1,1,0,cleaneval
11,html body text center table tr td table tr td a p font  ,时政研讨,122,1,1,0,cleaneval
12,html body text center table tr td table tr td a p font  ,人物,130,1,1,0,cleaneval
13,html body text center table tr td table tr td a p font  ,个人专栏,138,1,1,0,cleaneval
14,html body text center table tr td table tr td b a font  ,English,144,0,1,0,cleaneval
15,html body text center table tr td table tr td b font  ,孙丰：巴黎举行“‘六、四’意义座谈会”,155,0,0,1,cleaneval
16,html body text center table tr td table tr td div font  ,"作者： size=""20"" 来源： size=""20"" 发布日期： 9/17/2004 5:54:13 AM",167,0,0,0,cleaneval
17,html body text center table tr td table tr td font p  ,29日下午，中国民主党法国党部在吴江主持下，于华侨文化中心举办“六、四”意义座谈会。,194,1,0,1,cleaneval
18,html body text center table tr td table tr td font p  ,入会者首先向被中共残杀的英烈致哀。向天安门英烈母亲群体表达敬意！向赵紫阳先生致敬！,196,1,1,1,cleaneval
19,html body text center table tr td table tr td font p  ,接下来愤怒遣责了邓小平、江泽民、李鹏等杀人凶犯。坚信烈士的热血不会白流，民主宪政的时代定会到来！推翻专制的任务虽还艰难曲折，但为期不远！并认为民主实现后必须对江泽民等要犯做出审判，否则正义无以匡扶，秩序难以重建。,198,1,1,1,cleaneval
20,html body text center table tr td table tr td font p  ,讨论会主要围绕八九民运的性质、意义、和中国的前景展开，综合各种发言，有以下见解。,200,1,1,1,cleaneval
21,html body text center table tr td table tr td font p  ,一、对八九年民主运动的性质的认识,202,1,1,1,cleaneval
22,html body text center table tr td table tr td font p  ,从中国当时的形势来看，认为那场伟大斗争的性质是（1）一次抗争，这是拿它与发生在共产中国历史中的其他重大事变做的比较，比如：57年的整风运动所传达出来的是：只能按照自然秩序来生活的人与反自然秩序的制度间的矛盾，本质只是矛盾的显示；79年的民主墙运动所表现的主流是醒悟，其活动的目的在于弄清“我们民族怎么会走到这一地步？”，因而那场运动的意识是批判，它的性质应定为启蒙；而八九年的斗争其旗帜就是惩治腐败，言论自由，它有鲜明的诉求，有目确目的，主流意志指向专制，所以说它是一次抗争。,204,1,1,1,cleaneval
23,html body text center table tr td table tr td font p  ,（2）这次空前伟大的抗争是“共产”理念的内在矛盾所造成；（3）这场伟大抗争是我中华全族的反暴大起义；像六十年前的“五、四”运动一样，序幕由学运揭开，但不能因此而将其归为“学生运动”，这场斗争的氛围与背景是共产主义的内在矛盾所必然地决定：由毛泽东的“文武之道，一张一弛”，和毛泽东思想的贯彻所造成的社会分化，已深刻为对抗危机----统治者与被统治者两大对抗板块；共产主义理念的内在矛盾已经完成了在实践上的被证明，进入实际的经验----当“共产”理念的非存在性本质表现于实践就必然导致对抗----因为：只从概念上看“共产”的确只是一个理想，对人具有召唤力，问题出在若将它用为制度，纯理念就不可避免地要变成形态----让一种在存在世界里根本寻找不到的形态成为确实的人间联系，它必然地要求用机械力来支持。这种支持就实际化为人与人的仇斗，使整个社会分化为上下两极，所以说是共产制度的内在矛盾造就了山雨欲来；而邓小平改革所仰仗的以经济为中心的路线适足地鼓励这些错踪矛盾，为之提供了辐射机会，成为新的释放场----它使权力转变为资源，必然成为社会财富的破坏力量，社会和文化都被推进腐朽的深渊。来自权力的不公所引发的文化溃烂适好加剧了个人意志的独立性倾向，造成即使还是模糊的但却是普遍的自由向往。个体意志独立与自由成为那个时代民族理性的主流。七十年代所烙印的特征就是整个民族的新生动员，对出路的迫切展望。那代表了人性方向的新经济关系与反人性方向的意识形态间的不可克服的矛盾日趋明显，两股动力共同汇集成七十年代中国政治形势的走势：再也不能麻木下去了，既然大家都是平等的人，我们就不能再把自己的尊产让渡！,206,1,1,1,cleaneval
24,html body text center table tr td table tr td font p  ,所以说八九民运不能简单地归结为是学生运动，也不是少数知识分子的先知先觉，更谈不止什么子虚无有精英阶层。它是我中华全族的觉醒，是全民族理性的成熟，是由人从天那里带来的性质所决定，没有这样一个人文背景，这样一种心理气侯，谁也号召不出如此浩大的历史事变。,208,1,1,1,cleaneval
25,html body text center table tr td table tr td font p  ,学生代了头，这只是历史进程就近选择规律的证明。,210,1,1,1,cleaneval
26,html body text center table tr td table tr td font p  ,（4）是人类史的进程（但被曲解为民族史）,212,1,1,1,cleaneval
27,html body text center table tr td table tr td font p  ,还有一层更深藏的性质为研究者所忽视：即共产主义运动是以地球为舞台----它原名就叫国际共运嘛；而“六、四”所高举的也是人类唯一价值观，其矛头所指是“共产”专制，我们怎么可以用民族史，国家史来考量它呢？事实正是：凡在“共产”名义所辖的地方都发生了同样性质的抗暴烈火，都在要求人权；且许多地方终于挣脱了共产束缚回归到人类统一价值。,214,1,1,1,cleaneval
28,html body text center table tr td table tr td font p  ,因此说“六、四”是国际共产主义运动从进攻走向崩溃的转折点；是以人的类性质为出发点和终极点的。所以应用全人类的共性和人类史的立场才能正确地反映它。,216,1,1,1,cleaneval
29,html body text center table tr td table tr td font p  ,三、“六、四”（八九年民运）的意义,218,1,1,1,cleaneval
30,html body text center table tr td table tr td font p  ,它庄严宣告：1、共产主义不适合人类生存，不是不适合中国人，苏联人，而是不适合全人类任何地方的人；共产主义是对人类性质的反动；,220,1,1,1,cleaneval
31,html body text center table tr td table tr td font p  ,“六、四”宣布了“共产主义”共产党非法！,222,1,1,1,cleaneval
32,html body text center table tr td table tr td font p  ,2、“六、四”宣告在自然构造上绝对同一性的人类在价值观上也只能为同一，全人类共一价值观当仁不让；,224,1,1,1,cleaneval
33,html body text center table tr td table tr td font p  ,3、“六、四”是全人类摆脱共产架锁回归同一价值进程的兴起，是阶段；是这场进程的一个环节，是共产解体斗争的一个战役，一个战场；----它是人类史的，它不是民族史能加以考量的；,226,1,1,1,cleaneval
34,html body text center table tr td table tr td font p  ,（4）“六、四”点燃了埋葬共产主义的普世烈火，并将之推向崩溃；“六、四”为其他地区能够埋葬共产主义做了理论的准备并提供了经验和榜样！,228,1,1,1,cleaneval
35,html body text center table tr td table tr td font p  ,（5）“六、四”为中国社会的重建寻回了伦理和价值根据，它把政权合法性提到了前所未有的地位，上升为中国社会的首要关怀。它完成了社会伦理和价值取向必须以“六、四”精神为唯一始点和合法性标准，否则就走不出危机；它宣布：民族和解的唯一可能是以“六、四”为地基，从“六、四”出发；“六、四”是重塑民族精神，重建民族文化的不可动摇的地基----顺“六、四”者倡，逆“六、四”者亡！没有什么人有什么力量能够绕过“六、四”而找到前途，中国的出路就在于“六、四”精神立国。,230,1,1,1,cleaneval
36,html body text center table tr td table tr td font p  ,（6）“六、四”使中国共产党政权从战略攻势（共产主义红旗插遍全球）进入守势，“六、四”后中国政权对国家实施管理的职能完全丧失，从此，它的主要着力方向全是防御性的，表达出这一转换的证据就是----“稳定压倒一切”，稳定能上升为中国政治的中心，其实是共产党对自己合法性的怀疑，是对统治前途不具信心的证明。,232,1,1,1,cleaneval
37,html body text center table tr td table tr td font p  ,三、怎样评价“六、四”？,234,1,1,1,cleaneval
38,html body text center table tr td table tr td font p  ,说“六、四”失败不是中肯的和恰当的，这是因为评价所使用的立场狭窄所致。既然共产主义是国际运动，国际的进序怎么能用民族史的眼光来看待呢？用检阅国际共运史的立场就会发现：发生在中国的“六、四”只是这一进程的一个局部，是这场宏伟大博斗的战场之一，是组成共产解体大潮的一个阶段，做为一个战役它是被镇压下去了，但这场埋葬共产的战争在其他战场上却获得了极其伟大的胜利！成功！所以从人类的角度看：“六、四”不是失败，而是用局部的牺牲换来了全局性胜利！换来了共产主义的半壁崩溃！并且它教导了全人类：信仰只能属于意志自由，不可做为政权的根据，不能把信仰与政权合一。以“六、四”为界，经验价值观将成为普世唯一。,236,1,1,1,cleaneval
39,html body text center table tr td table tr td font p  ,四、“六、四”的不足,238,1,1,1,cleaneval
40,html body text center table tr td table tr td font p  ,“六四”来的仓促，既没有理论上的成熟也没有组织上的准备。,240,1,1,1,cleaneval
41,html body text center table tr td table tr td font p  ,五、对中国前景的展望,242,1,1,1,cleaneval
42,html body text center table tr td table tr td font p  ,共产主义最终的解体已是势不可挡，中国共产党那些战略进攻的神话已经消声匿迹，他们心头第一位的任务就是：“那天早上醒来就听到已经发生重大的政治事变”，至于民众的福祉，民族的发展早已经不在日程，共产党集中了它全部的智慧和国民财富用在对全国大起义的防范上，共产党已经沦为一个防御性集团，它的政权已经只用于构筑掩体，当此之时，你、我、他……我们还有什么包袱不能丢下，回到人类大家庭的那一天已在脚下。我们应看到：国内每天都有几百起重大的，上千上万起的民众反暴政行动，曾经在整个七十年代近乎绝迹的政治犯又大量地诵现，共党自已已经完全没了信心，难道这不正是民族新生的迫近吗？让我们乐观的理由就是每时每刻无不传出惊人事件，一个政权能在惊人事件的鞭炮声里维持吗？共产党感到走头无路，这共产党的走头无路就是民主的康壮大道……讨论会进行了三个多小时，发言热烈到难以结束。吴江不得不站起来号召他的同志们：为迎接民主中国的到来坚持努力，宣布了研讨会到此为止。,244,1,1,1,cleaneval
43,html body text center table tr td table tr td font p  ,有一位坚持在网上聊天室揭露黑暗的天津人士，最后被警方擒获，警方诱其做他们的线人，遭其拒绝，结果地方强折其住房，他又组织了去北京上访，而被捕，不过这位朋友艺高胆大，在押解途中逃跑，于年前流亡至巴黎，受其“反动本质”决定，一到巴黎就“与组织接上了头”，并在今天的讨论会上用自己的亲历证明了“三个代表”，“新三民主义”对劳动大众是何等的的“贴近”，何等的“温暖”，这位朋友他爹他娘就每每在党的怀抱里不间断被挽救被教育，他母亲竟被捆去配死刑判决，射手的枪都瞄上了后脑，突然监杀的法官发现枪口指错了目标，赶紧喊“停”！就差五秒，五秒呀！朋友，这位朋友的娘就只好去找佘太君来诉苦审冤了。这位先生是千年前杨家将老寡妇的后裔，姓佘名冬贤，多少有些佘家的骨风，看不了共产的红色恐怖，他的事再找机会介绍。还有一位朋友专程从国内赶来欧考察民主运动的形势，他对民运提出一些建议希望，让入会的民主党同仁为之感动。,246,1,1,1,cleaneval
44,html body text center table tr td table tr td font p  ,讨论在极其热烈的气氛中结束，并决定“六、四”静坐抗议。,248,0,1,1,cleaneval
45,html body text center table tr td p  ,CopyRight@2004-2008,262,1,0,0,cleaneval
46,html body text center table tr td p font  ,All rights reserved,264,0,1,0,cleaneval
